name,vintage,avg_price,producer,region/appellation,country,blend,pairing,style,alcohol
"Egon Muller Scharzhofberger Riesling Trockenbeerenauslese, Mosel, Germany",2005,"
$10,414
",Weingut Egon Muller,Wiltingen,"
Germany
",Riesling,Fruit-based Desserts,Dessert - Lush and Balanced,6%
"Artadi Vina El Pison, Alava, Spain",2012,"
€240
",Artadi,Spain,Spain,Tempranillo,Lamb,Red - Rich and Intense,13 - 15%
"Chateau Rieussec, Sauternes, France",2007,"
€67
",Chateau Rieussec,Sauternes,"
France
",Sauvignon Blanc - Semillon,Blue Cheeses,Dessert - Lush and Balanced,12 - 14%
"Charles Heidsieck Blanc des Millenaires, Champagne, France",1983,"
€421
",Champagne Charles Heidsieck,Champagne Blanc de Blancs,"
France
",Chardonnay,"Shellfish, Crab and Lobster",Sparkling - Complex and Traditional,12%
"Taittinger Comtes de Champagne Blanc de Blancs Brut, Champagne, France",2002,"
€202
",Champagne Taittinger,Champagne Blanc de Blancs,"
France
",Chardonnay,"Shellfish, Crab and Lobster",Sparkling - Complex and Traditional,12%
"Alvaro Palacios L'Ermita Velles Vinyes, Priorat DOCa, Spain",1999,"
€266
",Alvaro Palacios,Priorat,"
Spain
",Grenache (Garnacha),Lamb,Red - Bold and Structured,13 - 18%
"Egon Muller Scharzhofberger Riesling Auslese, Mosel, Germany",2004,"
€216
",Weingut Egon Muller,Wiltingen,"
Germany
",Riesling,Fruit-based Desserts,Dessert - Lush and Balanced,7 - 8%
"Henschke Hill of Grace Shiraz, Eden Valley, Australia",1995,"
€466
",Henschke,Eden Valley,"
Australia
",Shiraz,Beef and Venison,Red - Rich and Intense,14%
"Krug Collection Brut, Champagne, France",1964,"
€4,269
",Krug,Champagne Brut,"
France
",Champagne Blend,"Shellfish, Crab and Lobster",Sparkling - Complex and Traditional,12%
"Henschke Hill of Grace Shiraz, Eden Valley, Australia",1991,"
€427
",Henschke,Eden Valley,"
Australia
",Shiraz,Beef and Venison,Red - Rich and Intense,14%
